Job Title,Company,Salary,Experience,City,Benefits,Skills
Nhân Viên Tư Vấn/ Sale Online/ Chăm Sóc Khách Hàng (Game) - Thu Nhập Hấp Dẫn,CÔNG TY TNHH CNLGAMING,Thỏa thuận,Không yêu cầu,Khác,,B2C
Designer - Thu Nhập Hấp Dẫn - Ưu Tiên Nam - Làm Việc Tại Quận 02,CÔNG TY CỔ PHẦN MASFICO VIỆT NAM,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Marketin...
"Nhân Viên Kinh Doanh Phần Mềm (Không Yêu Cầu Kinh Nghiệm) - Thu Nhập Hấp Dẫn, Đãi Ngộ Tốt - Quận Thanh Xuân (Hà Nội) - Đi Làm Ngay",CÔNG TY CỔ PHẦN VIỄN THÔNG INTERCOM VIỆT NAM,Thỏa thuận,Không yêu cầu,Khác,,"Online Sales, Telesales"
Business Analyst,CÔNG TY CỔ PHẦN XÂY DỰNG HẠ TẦNG KỸ THUẬT,"Hà Nội
2 năm",Không yêu cầu,Khác,,IT...
Thiết Kế Đồ Họa (Graphic Design),CÔNG TY CỔ PHẦN OPEN HEALTHCARE VIỆT NAM,"Hà Nội
1 năm",Không yêu cầu,Khác,,Bán lẻ -...
Nhân Viên Kinh Doanh/ Tư Vấn Phần Mềm Kế Toán (Thu Nhập 10 - 15 Triệu) - Hồ Chí Minh,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ ARITO,Thỏa thuận,Không yêu cầu,Khác,,"Telesales, Direct Sales"
Power Apps Developer (HCM),CÔNG TY CỔ PHẦN CÔNG NGHỆ CITEK,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"Điện toán ..., IT - Phần mềm"
SAP Technical Lead (SAP ABAP) Tại Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ CITEK,"Hà Nội
5 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
"Nhân Viên Kinh Doanh, Tư Vấn Phần Mềm/ Sale B2B (Nghỉ Thứ 7, Chủ Nhật, Thu Nhập 10 - 20M) Tại Hà Nội + HCM",CÔNG TY CỔ PHẦN ICHECK,"Hà Nội & Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,"Telesales, Direct Sales"
Microsoft System Engineer,"Pro
CÔNG TY CỔ PHẦN DỊCH VỤ CÔNG NGHỆ TIN HỌC HPT","Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,
"Nhân Viên Kinh Doanh/ Sales B2B/ Nhân Viên Tư Vấn, 15 - 40M, Nghỉ T7 & CN",CÔNG TY TNHH CNV HOLDINGS,"Hồ Chí Minh (mới) & Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,"Online Sa..., Direct Sales"
Mobile App UI/UX Designer (Android & IOS),CÔNG TY CỔ PHẦN TOH GROUP,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Marketin..., UI/UX Design"
02 Unity Game Developer (C#),CÔNG TY TNHH PHẦN MỀM TOWER HÀ NỘI,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Tiếng Anh..., Game, Game Developer, IT - Phần mềm"
CV/CVC/CVCC Phân Tích Nghiệp Vụ - Làm Việc Tại Hà Đông (Hà Nội),"Pro
NGÂN HÀNG TMCP VIỆT Á - VIETABANK","Hà Nội
2 năm",Không yêu cầu,Khác,,IT...
Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),CÔNG TY CỔ PHẦN MISA,"Hà Nội
2 năm",Không yêu cầu,Khác,,Ng...
Chuyên Viên Phân Tích Nghiệp Vụ - Business Analyst,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ TRỰC TUYẾN GTEL (GTEL OTS),"Hà Nội
4 năm",Không yêu cầu,Khác,,4 ...
Salesforce Developer,CÔNG TY TNHH LG CNS VIỆT NAM,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Điện toán ..., IT - Phần mềm"
"Tester Tiếng Nhật (N3/N2, Không Yc Kinh Nghiệm)",CÔNG TY CỔ PHẦN OMINEXT,Thỏa thuận,Không yêu cầu,Khác,,"N..., IT - Phần mềm"
Senior Software Engineer (Backend Focused),CÔNG TY TNHH TIMIND,"Hà Nội
5 năm",Không yêu cầu,Khác,,IT - ...
Nhân Viên Thiết Kế (Thu Nhập Lên Đến 12 Triệu),CÔNG TY CỔ PHẦN BÁCH LIÊN,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,Thiết kế...
SENIOR JAVA DEVELOPER (FULLSTACK / BACKEND) - Đi Làm Ngay Tại Hà Nội,CÔNG TY CỔ PHẦN ỨNG DỤNG DỮ LIỆU QUỐC GIA VIỆT NAM,"Hà Nội
3 năm",Không yêu cầu,Khác,,Đại Họ...
Mobile App Android Developer Fulltime,CÔNG TY TNHH PIONTECH SOFTWARE,"Hà Nội
1 năm",Không yêu cầu,Khác,,"T..., Nghỉ thứ 7, IT - Phần mềm"
Python Developer,"Pro
CÔNG TY TNHH SAMSUNG SDS VIỆT NAM","Hà Nội
5 năm",Không yêu cầu,Khác,,"5 năm kinh..., IT - Phần mềm"
Nhân Viên Lập Trình CNC (CNC Programmer) - Thu Nhập Upto 25 Triệu,CÔNG TY TNHH SẢN XUẤT CÔNG NGHIỆP AZTECH VINA,"Bắc Ninh (mới)
1 năm",Không yêu cầu,Khác,,"Điện / Điện..., Viễn thông"
Tester/Nhân Viên Kiểm Thử (Lương Upto 18M),VDI - CÔNG TY CỔ PHẦN ĐẦU TƯ KỸ THUẬT SỐ VIỆT,"Hà Nội
3 năm",Không yêu cầu,Khác,,Ngh...
"Bridge System Engineer (BrSE - Kỹ Sư Cầu Nối) - Lương Upto 35 Triệu ( Nghỉ Thứ 7, Chủ Nhật)",CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ TRI THỨC MỚI,"Hà Nội
1 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Software QA/BA Project Manager,CÔNG TY CỔ PHẦN ỨNG DỤNG DỮ LIỆU QUỐC GIA VIỆT NAM,"Hà Nội
4 năm",Không yêu cầu,Khác,,"QA Engineer, IT - Phần m..."
Quản Trị Dự Án Công Nghệ Thông Tin - Product Manager,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRÍ NAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,IT - Phần m...
Nhân Viên Thiết Kế/Designer - Thương Mại Điện Tử Thu Nhập Upto 16M - Không Yêu Cầu Kinh Nghiệm,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ KR CTB,Thỏa thuận,Không yêu cầu,Khác,,Không yê...
Chuyên Viên Triển Khai Hệ Thống (Fluent English),CÔNG TY TNHH DICENTRAL VIỆT NAM,"Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,IT...
IT Helpdesk - Hà Nội,CÔNG TY TNHH ATEC SYSTEM VIỆT NAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,
Middle Backend Developer | 3 Năm Kinh Nghiệm (Lương 15-25 Triệu) Đi Làm Ngay Tại Hà Nội,CÔNG TY CỔ PHẦN FINY,"Hà Nội
3 năm",Không yêu cầu,Khác,,"3 năm kinh..., IT - Phần mềm"
"Unity Developer Tại Hà Nội, Đi Làm Ngay",CÔNG TY CỔ PHẦN TITAN STUDIO,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
,,Thỏa thuận,Không yêu cầu,Khác,,
CHUYÊN VIÊN KINH DOANH HOSTING/VPS - Thu Nhập Lên Tới 30 Triệu - Tối Thiểu 1 Năm Kinh Nghiệm,CÔNG TY CỔ PHẦN GIẢI PHÁP VÀ CÔNG NGHỆ VIETNIX,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Direct S...
Quản Lý IT Enterprise & Infrastructure,CÔNG TY CỔ PHẦN TẬP ĐOÀN MASTERISE,"Hà Nội
Trên 5 năm",Không yêu cầu,Khác,,Bất động sản
Lập Trình Vận Hành Máy Phay CNC Thu Nhập Từ 8 - 15 Triệu Tại Hà Nội,CÔNG TY CỔ PHẦN CƠ KHÍ MTECH VJC,"Hà Nội
1 năm",Không yêu cầu,Khác,,Sản xuất
"Trưởng Bộ Phận Triển Khai Vận Hành - Thu Nhập Hấp Dẫn - Nhận Việc Ngay - Tại Thanh Xuân, Hà Nội",CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ TRỰC TUYẾN GTEL (GTEL OTS),"Hà Nội
5 năm",Không yêu cầu,Khác,,
Lead Game Developer - High Salary 50 Million,CÔNG TY TNHH SERVICE ONE GLOBAL,"Hồ Chí Minh (mới)
5 năm",Không yêu cầu,Khác,,"Tiếng Anh..., Game, Game Developer, IT - Phần mềm"
Technical & Business Development Manager,CÔNG TY TNHH TẬP ĐOÀN ĐẦU TƯ VÀ GIẢI PHÁP KỸ THUẬT PHÚC GIANG,"Hà Nội
3 năm",Không yêu cầu,Khác,,Xây dựng
"Nhân Viên Tư Vấn Thiết Kế Website, App, Phần Mềm",CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Khác,,"Telesa..., Direct Sales"
Thực Tập Sinh Công Nghệ Thông Tin (Có Đào Tạo - Có Lương),CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Khác,,IT - ...
Thực Tập Sinh Kinh Doanh Mảng Công Nghệ Thông Tin,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Khác,,"IT Consultant, IT - Phần mềm"
"Nhân Viên Tư Vấn Giải Pháp Công Nghệ Thông Tin (Yêu Cầu Tốt Nghiệp CNTT, Điện Tử Viễn Thông Và TOEIC 550)",VIETTEL THÀNH PHỐ HỒ CHÍ MINH - CHI NHÁNH TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Thỏa thuận,Không yêu cầu,Khác,,"Telesales, Direct Sales"
Business Analyst Lead,"Pro
CÔNG TY CỔ PHẦN SMARTOSC","Hà Nội
Trên 5 năm",Không yêu cầu,Khác,,IT...
Business Development Lead (ITO/BPO),CÔNG TY TNHH ITECHWX,"Hồ Chí Minh (mới)
Trên 5 năm",Không yêu cầu,Khác,,"Nghỉ ..., B2B, IT - Phần mềm"
Data Scientist,CÔNG TY CỔ PHẦN DAC DATA TECHNOLOGY VIỆT NAM,"Hà Nội
3 năm",Không yêu cầu,Khác,,"3 n..., Data Scientist, Nghỉ thứ 7, IT - Phần mềm"
Senior Cloud Security,CÔNG TY CỔ PHẦN SÀN GIAO DỊCH TÀI SẢN MÃ HÓA VIỆT NAM THỊNH VƯỢNG,"Hà Nội
5 năm",Không yêu cầu,Khác,,IT - ...
"Nhân Viên Kinh Doanh Giải Pháp CNTT - VIETTEL Làm Việc Tại HCM, Bình Dương (Ưu Tiên Đi Làm Ngay)","Pro
CÔNG TY CỔ PHẦN GREEN SPEED","Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"IT - P..., Direct Sales, B2B"
3D Rigging Artist (Lương 25tr - 45tr) Tại Hồ Chí Minh - Yêu Cầu Bắt Buộc Nộp Portfolio,CÔNG TY TNHH VLAST VIỆT NAM,Thỏa thuận,Không yêu cầu,Khác,,"Game, Concept Artist, Ng..."
"Nhân Viên Tư Vấn Phần Mềm EasySalon Không Yêu Cầu Kinh Nghiệm - Tại Hà Nội, Hồ Chí Minh, Đà Nẵng (Thu Nhập Từ 10-25tr)",CÔNG TY CỔ PHẦN EASYSALON VIỆT NAM,"Hồ Chí Minh (mới) & 2 nơi khác
Dưới 1 năm",Không yêu cầu,Khác,,"Online Sa..., Direct Sales"
QC Lead/ Trưởng Nhóm Kiểm Soát Chất Lượng,CÔNG TY CỔ PHẦN CÔNG NGHỆ TÀI CHÍNH GOLINE,"Hà Nội
5 năm",Không yêu cầu,Khác,,IT ...
Senior Project Manager,CÔNG TY CP AN NINH MẠNG VIỆT NAM,"Hà Nội
3 năm",Không yêu cầu,Khác,,"An ninh mạng, Nghỉ thứ 7"
"Senior Business Analyst (Chuyển Đổi Số Khối CP), Lương Từ 25-35 Triệu, Tại Hà Nội, Đi Làm Ngay",CÔNG TY CỔ PHẦN BUCA,"Hà Nội
3 năm",Không yêu cầu,Khác,,IT...
Solution Architect,CÔNG TY CP CÔNG NGHỆ PHẦN MỀM VÀ NỘI DUNG SỐ OSP,"Hà Nội
5 năm",Không yêu cầu,Khác,,"Nghỉ thứ ..., IT - Phần mềm"
SAP/ERP Sales Executive/ Chuyên Viên Kinh Doanh (HN/HCM),CÔNG TY CỔ PHẦN CÔNG NGHỆ CITEK,"Hồ Chí Minh (mới) & Hà Nội
3 năm",Không yêu cầu,Khác,,"IT - P..., Direct Sales, B2B"
"Nhân Viên Kinh Doanh/ Telesales/ Tư Vấn Phần Mềm, Thu Nhập Trung Bình 15 - 30 Triệu++",CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ GADGET,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Telesales, Direct Sales"
Nhân Viên Kinh Doanh B2B Mảng Công Nghệ Và Đào Tạo - Thu Nhập 12 - 40 Triệu [Cầu Giấy - Hà Nội],CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ ĐÀO TẠO COE VIỆT NAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Direct Sales, B2B, Tài ch..."
"Trưởng Bộ Phận Giải Pháp - Thu Nhập Hấp Dẫn - Nhận Việc Ngay - Tại Thanh Xuân, Hà Nội",CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ TRỰC TUYẾN GTEL (GTEL OTS),"Hà Nội
Trên 5 năm",Không yêu cầu,Khác,,"Chính ph..., IT - Phần mềm"
IT Officer (M3 System),CÔNG TY TNHH DELTA GALIL VIỆT NAM,Thỏa thuận,Không yêu cầu,Khác,,
Senior Spine 2D Animator – Game Midcore RPG - Hà Nội - Up To 1000$,CÔNG TY TNHH TD GAMES,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Game, Tiếng Anh ..., Nghỉ thứ 7"
3D Environment Artist - Job Now,CÔNG TY TNHH SERVICE ONE GLOBAL,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,"Game, Concept Artist"
Lập Trình Viên / Phát Triển Phần Mềm / Software Engineer,CÔNG TY CỔ PHẦN TẬP ĐOÀN SSAVIGROUP,"Vĩnh Long (mới)
2 năm",Không yêu cầu,Khác,,Đại Họ...
Phân Tích Nghiệp Vụ CNTT,CÔNG TY CỔ PHẦN FDS,"Hà Nội
3 năm",Không yêu cầu,Khác,,IT...
Senior Business Development – SaaS,CÔNG TY TNHH CÔNG NGHỆ EZCLOUD TOÀN CẦU,"Hà Nội & 7 nơi khác
1 năm",Không yêu cầu,Khác,,"Online Sa..., Direct Sales"
Nhân Viên Lập Trình - Vận Hành Máy CNC,CÔNG TY TNHH CÔNG NGHỆ CAO MICRO ONE,Thỏa thuận,Không yêu cầu,Khác,,K...
"Chuyên Viên Kinh Doanh Dự Án CNTT (Khối Chính Phủ) (Kinh Nghiệm 3 Năm) Tại Hà Nội, Đi Làm Ngay",CÔNG TY CỔ PHẦN BUCA,"Hà Nội
3 năm",Không yêu cầu,Khác,,"IT - P..., Direct Sales, B2G"
Business Analyst [MISA Lending/BankHub],CÔNG TY CỔ PHẦN MISA,"Hà Nội
2 năm",Không yêu cầu,Khác,,Kế...
Nhân Viên Thiết Kế Digital Twin 3D Designer (Thu Nhập 20 - 30 Triệu) Đi Làm Ngay Tại Hồ Chí Minh,WATA AI COMPANY LIMITED,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,Thiết kế...
Chuyên Viên Kinh Doanh - Thu Nhập Đến 35tr - Làm Việc Tại TP.HCM,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ SỐ VN,"Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,"Telesales, Direct Sales"
SALES EXECUTIVE (Server/ IT Software/ Drone) REMOTE WORK,CÔNG TY TNHH TOPSEC VIỆT NAM,"Hồ Chí Minh (mới) & Hà Nội
3 năm",Không yêu cầu,Khác,,Direct S...
3D Cinematic Animator - Job Now,CÔNG TY TNHH SERVICE ONE GLOBAL,Thỏa thuận,Không yêu cầu,Khác,,"Game, Concept Artist"
Product Owner (Sản Phẩm Kho/Mua Hàng),CÔNG TY CỔ PHẦN MISA,"Hà Nội
4 năm",Không yêu cầu,Khác,,IT - Phần m...
Nhân Viên Thiết Kế 3D/ Graphic Design,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ GIẢI TRÍ NGÀY MỚI,"Hà Nội
2 năm",Không yêu cầu,Khác,,Nghỉ thứ...
"Manual Tester Onsite Bank, 2 Năm Kinh Nghiệm",CÔNG TY TNHH CÔNG NGHỆ VÀ TRUYỀN THÔNG VNDITECH,"Hà Nội
2 năm",Không yêu cầu,Khác,,"2 năm..., Ngân hàng, Manual Tester, IT - Phần mềm"
"Art Leader (5 Năm Kinh Nghiệm) - Thu Nhập Từ 15-30 Triệu, Hồ Chí Minh",CÔNG TY TNHH PFAM,"Hồ Chí Minh (mới)
5 năm",Không yêu cầu,Khác,,Thiết kế...
Chuyên Viên Tư Vấn Phần Mềm Quản Lý Nha Khoa (Quận 2 - HCM) Thu Nhập 15-30 Triệu,CÔNG TY TNHH CÔNG NGHỆ EDENT,Thỏa thuận,Không yêu cầu,Khác,,"B2C, K..., Có hỗ trợ Data, B2B"
"Nhân Viên Tư Vấn Không Yêu Cầu Kinh Nghiệm, Lương Cứng Up To 11tr + 35% Hoa Hồng, Phỏng Vấn Đậu Nhận Việc Ngay - Tại Quận 12 Cũ",CÔNG TY TNHH TMDV CÔNG NGHỆ VPS,Thỏa thuận,Không yêu cầu,Khác,,"B2C, IT..., B2B"
Backend Engineer (Kỹ Sư Back-End) – Khu Vực Việt Nam,CÔNG TY TNHH SONIC FUSION,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,Đại Họ...
Chuyên Viên Thiết Kế (Graphic Designer) - Yêu Cầu Có Kinh Nghiệm Mảng BĐS - Thu Nhập Hấp Dẫn - Tại Hồ Chí Minh,CÔNG TY CỔ PHẦN SOLIA GROUP,"Hồ Chí Minh (mới)
5 năm",Không yêu cầu,Khác,,Bất động...
"Nhân Viên Kinh Doanh Giải Pháp CNTT, Sales/ Tư Vấn Dịch Vụ CNTT",CÔNG TY CỔ PHẦN CHỨNG THỰC SỐ TOÀN CẦU VIỆT NAM,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,"Telesales, Direct Sales"
"Nhân Viên Tư Vấn/ TeleSales CSKH (Chỉ Tuyển Nam, Thu Nhập Hấp Dẫn Tại Hà Nội - Đi Làm Ngay)",CÔNG TY CỔ PHẦN GIẢI PHÁP MKT,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,"Online Sales, Telesales"
Backend Lead Engineer,CÔNG TY TNHH LEVER SPHERE VIỆT NAM,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Thương mại..., IT - Phần mềm"
Lập Trình Viên Nodejs Đi Làm Ngay Tại Hà Nội,CÔNG TY CỔ PHẦN GIẢI PHÁP MKT,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Tiếng An..., IT - Phần mềm"
Nhân Viên Kỹ Thuật IT - Dự Án Xây Dựng Cao Tầng - Lương Upto 15 Triệu/Tháng (Làm Việc Tại Hưng Yên),"CÔNG TY CỔ PHẦN XÂY DỰNG, THƯƠNG MẠI VÀ VẬT LIỆU SÔNG HỒNG","Hưng Yên (mới) & Hà Nội
2 năm",Không yêu cầu,Khác,,"An ninh mạng, Kỹ thuật IT"
"Java Developer (Mid/Senior), 20M – 45M VND",CÔNG TY TNHH SOFTROAD,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Nhân Viên Business Analyst (BA) - Đi Làm Ngay,CÔNG TY TNHH KIN KIN LOGISTICS,"Hà Nội
1 năm",Không yêu cầu,Khác,,"An ninh m..., IT - Phần mềm"
QA Game Tester: 1 Year+ Exp: $500 - $1000,CÔNG TY CỔ PHẦN NEXAR (NEXAR GAMES),"Hà Nội
1 năm",Không yêu cầu,Khác,,"Game, Game Tester, Nghỉ thứ 7, 1 ..., IT - Phần mềm"
Lập Trình Viên Backend (Python),CÔNG TY TNHH EAERA VIỆT NAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Thương mại..., IT - Phần mềm"
Tự Động Hoá Dữ Liệu (Data Automation Specialist) - 3 Năm Kinh Nghiệm - Đi Làm Ngay,CÔNG TY TNHH KIN KIN LOGISTICS,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Data Analyst, IT - Phần mềm"
Chuyên Viên Sản Xuất Hình Ảnh Và Video (Thu Nhập Từ 15-22tr),CÔNG TY TNHH ÉNÔRA DIAMOND,"Hà Nội
2 năm",Không yêu cầu,Khác,,May mặc ...
Nhân Viên Thiết Kế (Graphic Designer),CHI NHÁNH CÔNG TY TNHH DU LỊCH TRẦN VIỆT,"Hà Nội
1 năm",Không yêu cầu,Khác,,Marketin...
QA/ TESTER Biết Tiếng Nhật (Tương Đương N2 Trở Lên),CÔNG TY TNHH AIRCLOSET ENGINEERING,"Hà Nội
2 năm",Không yêu cầu,Khác,,"QA Engineer, Nghỉ thứ 7, Đạ..."
Fullstack Developer/ Lập Trình Viên Fullstack- Có Từ Trên 3 Năm Kinh Nghiệm Fullstack,CÔNG TY TNHH AIRCLOSET ENGINEERING,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Thương m..., IT - Phần mềm"
Fullstack Developer Middle (Web App) – English | Up To 27M | Remote 5 Days/Month,CÔNG TY CỔ PHẦN DS SOLUTION VIỆT NAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Nghỉ thứ..., IT - Phần mềm"
Kỹ Sư Thiết Kế Lập Trình/ Kỹ Sư Thiết Kế Điện Điều Khiển AGV Thu Nhập Đến 45 Triệu (Bắc Ninh),CÔNG TY CỔ PHẦN CƠ KHÍ VÀ TỰ ĐỘNG HÓA THÁI BÌNH DƯƠNG,"Bắc Ninh (mới)
2 năm",Không yêu cầu,Khác,,
Nhân Viên Idea Creator / Ngành POD Hoặc E-Commerce / 3 Tháng Kinh Nghiệm - Đi Làm Ngay,CÔNG TY CỔ PHẦN WELAST VIỆT NAM,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,
Fullstack Software Engineer,CÔNG TY CỔ PHẦN CMC OPENAI,"Hà Nội
5 năm",Không yêu cầu,Khác,,"Nghỉ thứ..., IT - Phần mềm"
Lập Trình Viên (.Net) - Không Yêu Cầu Kinh Nghiêm - Thu Nhập Up To 20 M++,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ GIẢI PHÁP TRỰC TUYẾN TOÀN CẦU,"Hà Nội
2 năm",Không yêu cầu,Khác,,Đại Họ...
Kỹ Sư Front-End – Khu Vực Việt Nam (Cluega AI Quảng Cáo SaaS),CÔNG TY TNHH SONIC FUSION,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,Đại Họ...
Nhân Viên Kinh Doanh Dự Án (Nam/Nữ) / Từ 1 Năm Kinh Nghiệm / Tại TP. Quy Nhơn,CÔNG TY TNHH ỨNG DỤNG VÀ TRIỂN KHAI PHẦN MỀM LI HA NET,"Gia Lai (mới)
1 năm",Không yêu cầu,Khác,,"Direct Sales, B2B, Tài ch..."
Quản Lý Dự Án (Độ Tuổi Từ 28 Đến 40) - Thu Nhập Upto 30 Triệu (Hỗ Trợ Ăn Trưa Và Trang Thiết Bị Làm Việc) Tại Hà Nội,CÔNG TY TNHH DƯỢC PHẨM ISOPHARMA,"Hà Nội
2 năm",Không yêu cầu,Khác,,Bán lẻ - Hà...
Trợ Lý Trưởng Ban CNTT (Assistant To Head Of IT Department),CÔNG TY CHO THUÊ TÀI CHÍNH TNHH BIDV - SUMI TRUST,"Hà Nội
1 năm",Không yêu cầu,Khác,,"1 năm kinh ..., IT - Phần mềm"
Kỹ Sư AndroidTV Settop Box,"VĂN PHÒNG ĐẠI DIỆN KAON GROUP CO., LTD TẠI THÀNH PHỐ HÀ NỘI","Hà Nội
1 năm",Không yêu cầu,Khác,,"Viễn thông, IT - Phần mềm"
Lập Trình Nhúng-Embedded Software Engineer (C/C++),"VĂN PHÒNG ĐẠI DIỆN KAON GROUP CO., LTD TẠI THÀNH PHỐ HÀ NỘI","Hà Nội
2 năm",Không yêu cầu,Khác,,"Viễn thông, IT - Phần mềm"
Kỹ Sư Network Quality Assurance Engineer (QA/ATS),"VĂN PHÒNG ĐẠI DIỆN KAON GROUP CO., LTD TẠI THÀNH PHỐ HÀ NỘI","Hà Nội
2 năm",Không yêu cầu,Khác,,"QA Engineer, Nghỉ t..., Viễn thông, IT - Phần mềm"
IT Comtor (N1 JLPT) - HN/HCM,CÔNG TY TNHH ZIGEXN VENTURA,"Hồ Chí Minh (mới) & Hà Nội
1 năm",Không yêu cầu,Khác,,"IT Comtor, Tiếng Nh..., Nghỉ thứ 7, IT - Phần mềm"
Omniverse Engineer - Thu Nhập Upto 50 Triệu (Net) Tại Hà Nội,OPEN REACH TECH HANOI,"Hà Nội
3 năm",Không yêu cầu,Khác,,Nghỉ ...
